city,name,address,cuisine,rating,votes,cost,Latitude,Longitude
Ahmedabad,Cherries,"Silver Heights Hotel,Navrangpura, West Ahmedabad","Multi-Cuisine,  North Indian,  Italian,  Continental,  Mexican,  Oriental ",4.5,158,1000,23.032085,72.564538
Ahmedabad,The Red Bistro,"Armieda Building,Bodakdev, West Ahmedabad","North Indian,  Italian,  Mexican,  Fast Food",4.5,203,1400,23.0399877,72.5093399
Ahmedabad,Cafe Upper Crust,"Shubham Complex,Vastrapur, West Ahmedabad","Italian,  European,  Multi-Cuisine,  Chinese,  Continental",4.7,31,1000,23.0376238,72.5277849
Ahmedabad,Gloria Restaurant,"Regency Plaza,Satellite, West Ahmedabad","North Indian,  Chinese,  Continental,  Italian,  Mexican",4.5,112,700,23.022505,72.5713621
Ahmedabad,Huber And Holly,"Bodakdev, West Ahmedabad","Desserts,  Ice Cream,  Fast Food",4.5,80,700,23.0386593,72.5118581
Ahmedabad,Kabir Restaurant,"JB Tower,Drive in Road, West Ahmedabad","North Indian,  Chinese,  Continental,  Fast Food",4.5,77,800,23.0486457,72.5238263
Ahmedabad,Curries,"Rudra Path Building,S G Highway, West Ahmedabad","North Indian,  Chinese,  Continental",4.5,145,1500,23.0584914,72.5200285
Ahmedabad,The Grand Thakar,"Dev Arc Complex,Satellite, West Ahmedabad","North Indian,  Gujarati,  Chinese",4.5,39,800,23.0266091,72.5079423
Ahmedabad,1944 Restaurant by Havmor,"Shilp Aaron Complex,Bodakdev, West Ahmedabad","North Indian,  Continental,  Italian,  Mexican,  World Cuisine,  Desserts",4.6,64,800,23.032108,72.4702638
Ahmedabad,Brick Kitchen,"Five Petals Hotel and Banquets,Ghatlodia, West Ahmedabad","North Indian,  Chinese,  Continental,  Italian,  Thai,  Mexican,  Oriental ",4.5,499,900,23.0708137,72.5391366
Ahmedabad,Vishalla,"Vasna, West Ahmedabad",Gujarati,4.5,46,1200,23.003922,72.5460687
Ahmedabad,Shree Annapurna Corner,"Maninagar, East Ahmedabad","North Indian,  Chinese,  Street Food,  Fast Food",4.5,97,500,22.992081,72.6173344
Ahmedabad,Punjabiyat,"Time Square 2,Bodakdev, West Ahmedabad",North Indian,4.5,32,1300,23.0446458,72.507994
Ahmedabad,Havmor Restaurant,"Shivalik Arcade,Prahlad Nagar, West Ahmedabad","North Indian,  Chinese,  Continental,  World Cuisine",4.6,28,800,23.0115884,72.50842
Ahmedabad,Wind & Water,"Fortune Landmark Hotel,Ashram Road, Central Ahmedabad",Continental,4.5,30,1500,23.0478105,72.5705122
Ahmedabad,The Shaka Cafe,"Pushpak Complex,Prahlad Nagar, West Ahmedabad","Chinese,  Continental,  Italian,  Japanese,  Asian",4.5,73,700,23.0116024,72.5053695
Ahmedabad,Terra,"Bodakdev, West Ahmedabad","Mexican,  Continental,  Mediterranean",4.5,43,1200,23.0386593,72.5118581
Ahmedabad,Cheers,"One World Capital,Bodakdev, West Ahmedabad","Ice Cream,  Shakes,  Desserts,  Coffee",4.5,31,400,23.0326926,72.5032513
Ahmedabad,Balista,"Bodakdev, West Ahmedabad","Italian,  Fast Food",4.7,21,600,23.0386593,72.5118581
Ahmedabad,Sankalp,"Shapath Hexa,Sola, North Ahmedabad",South Indian,4.5,25,500,23.0746907,72.5257514
Ahmedabad,Shree Annapurna Snacks,"Maninagar, East Ahmedabad","Fast Food,  Chinese",4.5,26,400,22.992081,72.6173344
Ahmedabad,Brown Burger Co.,"Celebration City Centre,Bopal, West Ahmedabad",Fast Food,4.6,47,500,23.0237008,72.4722458
Ahmedabad,Ranu's Kitchen,"Gota, North Ahmedabad","North Indian,  Italian,  Continental,  Oriental ,  Chinese",4.9,31,1100,23.1012966,72.5407052
Ahmedabad,Tomato's,"Chandkheda, North Ahmedabad","North Indian,  Chinese,  Continental,  Pizza",4.7,60,1500,23.109098,72.5849179
Ahmedabad,Temptt Restro And Cafe,"Chandkheda, North Ahmedabad","North Indian,  Italian,  Mexican,  Fast Food",4.5,147,1300,23.109098,72.5849179
Ahmedabad,Mitti Ke Rang,"Chandkheda, North Ahmedabad","North Indian,  Chinese,  Continental,  Italian",4.5,168,800,23.109098,72.5849179
Ahmedabad,Gwalbhog,"Chandkheda, North Ahmedabad","Gujarati,  Rajasthani",4.5,103,800,23.109098,72.5849179
Ahmedabad,Nini's Kitchen,"Chandkheda, North Ahmedabad","North Indian,  Italian,  Continental,  Lebanese,  Shakes",4.5,43,1400,23.109098,72.5849179
Ahmedabad,Mad Over Grills,"Town Plaza,Nikol, East Ahmedabad",North Indian,4.5,76,800,23.0495842,72.672381
Ahmedabad,The Grand Vinayak Hotel,"Odhav, East Ahmedabad","Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  South Indian,  Fast Food",4.5,39,800,23.0249514,72.6729322
Ahmedabad,Palacio,"7 Wonders Hotel,Gandhinagar, North Ahmedabad","North Indian,  Chinese,  Continental,  Italian,  Mexican,  Barbecue,  Sizzlers",4.5,32,1000,23.1787082,72.6363832
Chandigarh,Sector 7 Social,"Sector 7, East Chandigarh","Continental,  Finger Food,  North Indian,  American,  Asian",4.5,605,1400,30.7343599,76.8024865
Chandigarh,Dhaba Estd 1986 Delhi,"Sector 7, East Chandigarh","North Indian,  Mughlai",4.5,318,1200,30.7343599,76.8024865
Chandigarh,Anardana Modern Kitchen & Bar,"Industrial Area Phase 1, South Chandigarh","North Indian,  Chinese,  Italian,  Continental",4.5,194,1200,30.7003182,76.8033116
Chandigarh,Dastaan,"Sector 7, East Chandigarh",North Indian,4.6,253,2000,30.7343599,76.8024865
Chandigarh,The Chocolate Room,"Sector 7, East Chandigarh","Italian,  Mexican,  Desserts,  Fast Food",4.5,234,800,30.7343599,76.8024865
Chandigarh,Chili's,"Elante Mall,Industrial Area Phase 1, South Chandigarh","Mexican,  Italian,  American",4.6,659,1500,30.705493,76.8012561
Chandigarh,Super Donuts,"Inner Market,Sector 8, East Chandigarh","Fast Food,  Doughnuts,  Desserts,  Coffee",4.5,24,500,30.7415787,76.8000145
Chandigarh,Peggy Ice cream,"Coal Depot Complex,Sector 10, North Chandigarh","Ice Cream,  Coffee,  Desserts,  Fast Food",4.5,24,600,30.7547014,76.7871476
Chandigarh,Subway,"Inner Market,Sector 8, East Chandigarh",Health Food,4.6,26,500,30.7415787,76.8000145
Chandigarh,Binnys Kitchen,"Sector 10, North Chandigarh","North Indian,  Continental,  Chinese,  Fast Food",4.6,23,800,30.7528622,76.7884442
Chandigarh,"AJA Fresh, Grilled & Healthy","Sector 9, East Chandigarh","Italian,  Mexican",4.7,62,1000,30.746665,76.7942484
Chandigarh,Super Donuts,"Sector 35, West Chandigarh","Fast Food,  Doughnuts,  Desserts,  Coffee",4.5,58,500,30.7265231,76.7588581
Chandigarh,Elante Social,"Elante Mall,Industrial Area Phase 1, South Chandigarh","North Indian,  Continental,  American,  Chinese",4.5,48,1400,30.705493,76.8012561
Chandigarh,Bourbon Street Cafe,"Sector 36, West Chandigarh","Italian,  Continental",4.5,92,800,30.7333505,76.7532741
Chandigarh,Kylin Experience,"Elante Mall,Industrial Area Phase 1, South Chandigarh","Asian,  Chinese,  Thai,  Japanese,  Malaysian",4.5,139,1800,30.705493,76.8012561
Chandigarh,Cafe Delhi Heights,"Elante Mall,Industrial Area Phase 1, South Chandigarh","Continental,  American,  Modern Indian",4.6,205,1800,30.705493,76.8012561
Chandigarh,The Snobb Cafe & Bar,"Sector 26, East Chandigarh","North Indian,  Finger Food",4.5,31,1200,30.7198034,76.8149736
Chandigarh,Cinnabon,"Elante Mall,Industrial Area Phase 1, South Chandigarh","Bakery and Confectionary,  Desserts,  Fast Food",4.5,32,500,30.705493,76.8012561
Chandigarh,Beer Castle,"Sector 8, Panchkula","Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian,  Fast Food",4.5,172,2000,30.6996417,76.844708
Chandigarh,Puzzles,"The Cove,Sector 5, Panchkula","Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ",4.5,58,2000,30.6992234,76.8534068
Chandigarh,The Chocolate Room,"Sector 59, Mohali","Italian,  Mexican,  Desserts,  Fast Food",4.7,28,800,30.7180199,76.7147146
Chandigarh,Super Donuts,"Phase 3, Mohali","Fast Food,  Doughnuts,  Desserts,  Coffee",4.7,22,500,30.7200038,76.7069552
Chandigarh,Subway,"Phase 10, Mohali",Health Food,4.6,55,500,30.6861221,76.7408666
Chandigarh,House Of Garden,"Sector 82, Mohali",Multi-Cuisine,4.6,70,1200,30.6503857,76.736538
Chandigarh,Nineteenth May,"Sector 67, Mohali","Italian,  Fast Food",4.6,24,600,30.6792824,76.7293233
Chandigarh,Mosaic,"Country Inn And Suites by Radisson Zirakpur,Ambala Road, Zirakpur","North Indian,  Chinese,  Continental",4.5,34,2000,30.6664502,76.8150217
Chandigarh,Pinxx,"Regenta Central Cassia,Lohgarh, Zirakpur","North Indian,  Chinese,  Continental",4.6,20,2100,30.6484077,76.811611
Chandigarh,Vintage Kitchen,"Ambala Road, Zirakpur","North Indian,  Chinese,  Fast Food",4.6,47,1000,30.6516517,76.8231797
Goa,Ziggy's by Fame,"Majorda, South Goa","North Indian,  Goan,  Italian",4.7,21,1000,15.316152,73.9198629
Goa,Soi,"Dona Paula, North Goa","Goan,  Seafood",4.5,40,900,15.4546652,73.8045024
Goa,Waterfront Terrace And Bar,"Goa Marriott Resort and Spa,Panjim, North Goa","North Indian,  Italian,  Continental,  Goan",4.6,54,2300,15.4860584,73.8093067
Goa,Wan Hao,"Goa Marriott Resort and Spa,Panjim, North Goa","Asian,  Chinese,  Thai",4.5,21,2300,15.4860584,73.8093067
Goa,Copperleaf,"Alto Porvorim, North Goa","North Indian,  Chinese,  Goan",4.6,210,1300,15.5256113,73.8351045
Goa,Jamun,"Assagao, North Goa","North Indian,  Goan",4.6,22,1800,15.5973992,73.7833118
Jaipur,Meraaki Kitchen,"Civil Lines, Central Jaipur","Multi-Cuisine,  North Indian,  Italian,  Continental,  Mexican,  Asian",4.6,86,1800,26.9059311,75.7844383
Jaipur,Kanha,"C Scheme, Central Jaipur","North Indian,  Fast Food,  Chinese,  South Indian",4.6,29,500,26.9132858,75.8034465
Jaipur,Topaz SkyDeck and FineDine,"Hotel Natraj,Mirza Ismail Road, West Jaipur","North Indian,  Chinese,  Continental,  Fast Food",4.5,38,800,26.9167265,75.8129462
Jaipur,Apsara Ice Cream,"C Scheme, Central Jaipur","Desserts,  Ice Cream",4.7,50,300,26.9132858,75.8034465
Jaipur,Barbeque Nation,"Mirza Ismail Road, West Jaipur","Barbecue,  North Indian",4.5,97,1200,26.9167265,75.8129462
Jaipur,Fat Rabbit,"Bani Park, Central Jaipur","North Indian,  Continental,  Oriental ,  Sushi",4.5,28,1500,26.930559,75.793611
Jaipur,MS3 Drinking Chowpatty,"Sodala, West Jaipur","Multi-Cuisine,  North Indian,  Italian,  Chinese,  Pizza",4.5,56,500,26.9059167,75.772732
Jaipur,Surya Mahal,"Mirza Ismail Road, West Jaipur","Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Rajasthani",4.6,77,1000,26.9167265,75.8129462
Jaipur,Chaisa,"Lal Kothi, Central Jaipur","Fast Food,  Tea",4.6,43,800,26.8931628,75.7982442
Jaipur,DND Bar And Lounge,"Hotel Maharani Prime,Sindhi Camp, Central Jaipur","North Indian,  Fast Food",4.6,21,1600,26.9252337,75.8010876
Jaipur,Tan-Sukh,"Vaishali Nagar, West Jaipur","Multi-Cuisine,  North Indian,  Italian,  Mexican,  Oriental ,  Rajasthani",4.6,103,1200,26.9047751,75.7488641
Jaipur,Mad Pops,"Mansarovar, South Jaipur","North Indian,  Mexican,  Italian",4.5,78,1500,26.8504593,75.7627702
Jaipur,The Messy Door,"Shastri Nagar, North Jaipur","Italian,  Shakes,  Waffle",4.5,30,700,26.9354294,75.8085613
Jaipur,Cafe Metanoia- Grand Uniara,"Grand Uniara Hotel,Narayan Singh Circle, East Jaipur","Italian,  Fast Food",4.5,34,1500,26.8981177,75.8163418
Jaipur,August House,"Vaishali Nagar, West Jaipur","Italian,  Mexican,  Continental",4.5,26,1300,26.9047751,75.7488641
Jaipur,Brown Sugar Bistro,"Raja Park, East Jaipur","North Indian,  Italian,  Fast Food,  Drinks",4.5,44,900,26.8947446,75.8301169
Jaipur,Club Patio,"Hotel Dev Villas,Mansarovar, South Jaipur","North Indian,  Fast Food",4.6,87,1200,26.8797767,75.76362
Jaipur,Cafe Lazy Mojo,"Malviya Nagar, South Jaipur","Continental,  North Indian,  Italian,  Chinese",4.5,311,1200,26.8548662,75.8242966
Jaipur,Town Coffee,"Malviya Nagar, South Jaipur","Italian,  Continental,  Coffee",4.8,38,1500,26.8548662,75.8242966
Jaipur,Rustic by OTH,"Malviya Nagar, South Jaipur","North Indian,  Continental,  Lebanese",4.5,84,1500,26.8548662,75.8242966
Jaipur,Brown Sugar Bistro,"Mansarovar, South Jaipur","Italian,  Fast Food,  Bakery and Confectionary,  Drinks",4.6,23,700,26.8504593,75.7627702
Jaipur,Kebabs and Curries Company,"World Trade Park,Malviya Nagar, South Jaipur","North Indian,  Chinese,  Mughlai",4.5,107,1000,26.853021,75.8046688
Jaipur,Love over Coffee,"Tonk Road, South Jaipur","Italian,  Fast Food",4.6,34,600,26.8306769,75.7941898
Jaipur,So Hi Kebabs and Curries Company,"Tonk Road, South Jaipur","North Indian,  Chinese,  Mughlai",4.5,118,1200,26.8306769,75.7941898
Jaipur,Kebabs and Curries Company,"Tonk Road, South Jaipur","North Indian,  Chinese,  Mughlai",4.5,76,1000,26.8306769,75.7941898
Jaipur,Socorro,"Crowne Plaza Jaipur,Tonk Road, South Jaipur","North Indian,  Continental,  Italian",4.6,34,2000,26.9124336,75.7872709
Lucknow,Rocca,"Hyatt Regency Lucknow,Gomti Nagar, East Lucknow","North Indian,  Italian",4.5,81,2500,26.8660919,81.0057359
Lucknow,Masquerade by Mystery Rooms,"Gomti Nagar, East Lucknow","Italian,  Continental",4.6,64,500,26.8496217,81.0072193
Lucknow,Urban Turban,"Metropolitan Club,Gomti Nagar, East Lucknow","North Indian,  Chinese,  Mughlai,  Continental,  Fast Food",4.5,24,3000,26.8547555,81.0262195
Lucknow,Cafe Quane,"Hotel Ramada,Junab Ganj, South Lucknow","North Indian,  Continental,  Oriental ,  Awadhi",4.7,28,1400,26.6652647,80.8114792
Indore,Jail - The InDorii Cafe,"Navlakha, Central Indore",Fast Food,4.7,33,600,22.718134,75.8712971
Indore,Golden Treat,"Hotel Crown Palace,South Tukoganj, East Indore","North Indian,  Chinese,  Continental",4.7,24,1800,22.719511,75.883657
Indore,The Eighteen Fine Dine Lounge,"Vijay Nagar, East Indore","North Indian,  Italian,  Continental",4.5,343,1600,22.7532848,75.8936962
Indore,One Asia,"Indore Marriott Hotel,Vijay Nagar, East Indore","Asian,  Chinese,  Thai",4.6,83,2500,22.7527421,75.883716
Indore,Little Italy,"Brilliant Convention Centre,Vijay Nagar, East Indore","Italian,  Pizza,  Mexican",4.5,242,1400,22.7628003,75.8824259
Indore,5/78 Skybar,"Brilliant Convention Centre,Vijay Nagar, East Indore","Asian,  Finger Food,  Italian",4.6,175,2000,22.7628003,75.8824259
Indore,Not So Desi,"Brilliant Convention Centre,Vijay Nagar, East Indore",Modern Indian,4.5,90,1600,22.7628003,75.8824259
Indore,Cravings,"Sayaji Hotel,Vijay Nagar, East Indore","North Indian,  Italian,  Chinese",4.5,188,1800,22.751231,75.8895421
Indore,Trance The Pub,"Gamini Mall,Vijay Nagar, East Indore","North Indian,  Chinese",4.6,53,1500,22.7462158,75.8925618
Indore,Twilight,"Hotel WOW,Vijay Nagar, East Indore",Finger Food,4.5,40,2200,22.7488125,75.8937421
Indore,Mama Loca,"Vijay Nagar, East Indore","Lebanese,  Greek,  Italian",4.5,50,1200,22.7532848,75.8936962
Indore,Cube,"Hotel Effotel,Vijay Nagar, East Indore","European,  Asian,  American",4.5,213,1200,22.7508451,75.9031278
Indore,Capers,"Hotel Effotel,Vijay Nagar, East Indore","North Indian,  Mediterranean,  Oriental ",4.6,62,1900,22.7508451,75.9031278
Indore,Cafe Chapter One,"Vijay Nagar, East Indore","Italian,  Fast Food,  Desserts,  Coffee,  Tea",4.5,97,900,22.7532848,75.8936962
Indore,The Barbeque Delight,"Vijay Nagar, East Indore","North Indian,  Barbecue",4.6,36,1100,22.7532848,75.8936962
Indore,The Secret Table,"The Royal Garha Golf Club,Indore By Pass Road, East Indore","Italian,  Continental,  Desserts,  Bakery and Confectionary",4.7,67,1100,22.730318,75.9489842
Indore,Courtyard,"Crescent Spa And Resort,Indore By Pass Road, East Indore","North Indian,  Chinese",4.6,34,2100,22.6473133,75.9623199
Udaipur,Royal Cuisine By Chunda Palace,"Haridas Ji Ki Magri, South Udaipur","North Indian,  Rajasthani",4.6,21,1500,24.5819654,73.6678338
Agra,Rolls Nation,"Sanjay Place, Central Agra",Fast Food,4.6,20,300,27.1986569,78.0059814
Vadodara,AB's - Absolute Barbecue,"Vadiwadi, Central Vadodara","North Indian,  European,  Barbecue,  Seafood",4.6,241,1200,22.3130357,73.1659378
Vadodara,Bistro Eleven,"Atlantis K10 Mall,Alkapuri, Central Vadodara","North Indian,  Fast Food,  Italian,  Chinese",4.6,52,700,22.3176455,73.1684834
Vadodara,Hyderabadi's,"Fatehgunj, North Vadodara","North Indian,  Biryani",4.6,25,500,22.324692,73.1891052
Vadodara,Retro Bistro,"Vadiwadi, Central Vadodara","North Indian,  Chinese,  Continental,  Bakery and Confectionary,  Coffee,  Shakes",4.6,31,1300,22.3130357,73.1659378
Vadodara,Social affair,"Vadiwadi, Central Vadodara","North Indian,  Fast Food",4.6,72,800,22.3130357,73.1659378
Vadodara,Indian Salt,"Taksh Galaxy Mall,Waghodia, East Vadodara","North Indian,  Chinese,  South Indian",4.5,52,800,22.3010098,73.2547465
Nagpur,ABs - Absolute Barbecues,"Dharampeth, West Nagpur","North Indian,  Barbecue,  Seafood",4.6,137,1200,21.1397082,79.0631071
Nagpur,Bougainvillea,"Hotel Centre Point,Ramdaspeth, West Nagpur","Italian,  Continental,  North Indian,  Chinese",4.6,66,1500,21.1347899,79.0765465
Nagpur,Pablo - The Art Cafe' Lounge,"Civil Lines, West Nagpur","Multi-Cuisine,  Italian,  Chinese,  Continental,  Fast Food",4.6,110,1300,21.152752,79.074743
Nagpur,Shadows - A Food Republic,"Dharampeth, West Nagpur","Continental,  Fast Food",4.6,24,1200,21.1397082,79.0631071
Surat,Royal Dine Restaurant,"Adajan Gam, West Surat","North Indian,  Fast Food,  Chinese,  Continental",4.6,56,600,21.1860807,72.7864268
Surat,Cafe 24,"Raj Dream Complex,Vesu, South Surat","Fast Food,  Italian,  Street Food,  Shakes",4.5,137,500,21.1392959,72.7963197
Surat,Kafe B2,"Krutika Society,City Light, South Surat",Fast Food,4.5,31,400,21.1657676,72.7939386
Ludhiana,Indian Summer,"Industrial Area, South Ludhiana","North Indian,  Chinese",4.6,30,2500,30.8996687,75.8764518
Ludhiana,Biryani By Kilo,"Model Town, South Ludhiana","Biryani,  Mughlai",4.6,55,1200,30.8883034,75.8401776
Ludhiana,Roche Restaurant,"Sarabha Nagar, West Ludhiana","Multi-Cuisine,  North Indian,  Continental,  Oriental ",4.5,50,1300,30.891434,75.818082
Ludhiana,Barbeque Nation,"Dhanraj Singh Complex,Rajguru Nagar, West Ludhiana","North Indian,  Mughlai,  Barbecue",4.6,44,2000,30.8787931,75.7861919
Puri,Domino's Pizza,"Domino's Pizza, ANANTH ,Ground Floor , Unit / Shop no GC1 ,Commercial Unit at Ananth , Puri Station Road ,  Puri, Odisha -  752002",Pizzas,4.6,50,400,19.8054069,85.8347909
Raghunathpur,Hotel Mountain View,"Hotel Mountain View, Raghunathpur-1,Puruliya,Ward No-8,Raghunathpur,West Bengal-723133","North Indian,Chinese",4.6,20,200,23.5343795,86.6686635
Raiganj,Kwality Walls Frozen Dessert and Ice Cream Shop,"Kwality Walls Frozen Dessert and Ice Cream Shop, Geetanjali Cinema Hall, Mohanbati, Raiganj, Uttar Dinajpur, Pin - 733134.","Desserts,Ice Cream",4.7,100,100,25.6260313,88.1304809
Raipur,Kwality Walls Frozen Dessert and Ice Cream Shop,"Kwality Walls Frozen Dessert and Ice Cream Shop, V.I.P. Chowk, Beside Babylon Tower, G. E. Road, Telibandha,, District - Raipur, STATE - Chhattisgarh","Ice Cream,Desserts",4.6,100,300,21.2391946,81.679568
Raipur,Grameen Kulfi,"Grameen Kulfi, SHOP NO 310 SECOND FLOOR SHYAM SQUARE PANDRI ,RAIPUR CHATTISGARH -","Ice Cream,Desserts",4.5,50,120,21.2544283,81.6489469
Rajahmundry,Pizza day,"Pizza day, 46-1-12/8, Danavaipeta,Near SKVT School Rajahmundry 533103",Pizzas,4.6,1000,250,17.0190646,81.7771426
Rajahmundry,The Belgian Waffle Co.,"The Belgian Waffle Co., Door No 86-7-16/1, Ground, Vadrevu Nagar, Tilak Road, Rajahmundry, East Godavari, Andhra Pradesh - 533104","Desserts,Beverages",4.5,50,200,17.0041177,81.7949453
Rajahmundry,Grameen Kulfi,"Grameen Kulfi, Shop no 27-1-11/2A, Sri Venkateswara Swamy Matam Veedhi,Rajahmundry (Urban), East Godavari, Andhra Pradesh-533101","Ice Cream,Desserts",4.5,100,120,17.00203,81.782202
Rajapalayam,Kwality Walls Frozen Dessert and Ice Cream Shop,"Kwality Walls Frozen Dessert and Ice Cream Shop, SRI NEW SARAVANA ICECREAM PARLOUR: 1018, TENKASI ROAD, COTTON MARKET, RAJAPALAYAM, Virudhunagar, Tamil Nadu-626117",Ice Cream,4.7,50,300,9.448655,77.5541137
Rajapalayam,Ibaco,"Ibaco, NO.788, TENKASI MAIN ROAD,NEAR TO FASION WORLD,,RAJAPALAYAM,TAMIL NADU,INDIA,626117",Ice Cream,4.6,20,200,9.4486693,77.5541195
Rajapalayam,THE CARAMEL BAKES,"THE CARAMEL BAKES, 280/772,GANDHI NAGAR, MALAYADIPATTI, RAJAPALAYAM",Bakery,4.5,100,150,9.4530735,77.5642889
Rajkot,Kailash Dining Hall,"Kailash Dining Hall, 12 Sardar Nagar, Nr. Astron Chowk, Sardar Nagar Main Road, Rajkot,360001","Gujarati,Thalis",4.8,20,200,22.2916754,70.7893173
Rajkot,Sadhna Pavbhaji & Dosa,"Sadhna Pavbhaji & Dosa, Sadhna Pavbhaji & Dosa, 2-Harbhole Arcade, Opposite SNK School, Akashvani Chowk, University Road, Rajkot","South Indian,North Indian",4.5,20,200,22.2878399,70.7599196
Rampur,Kwality Walls Frozen Dessert and Ice Cream Shop,"Kwality Walls Frozen Dessert and Ice Cream Shop, SAVITRI TRADERS: RADHA ROAD, NEAR SBI ADB BRANCH, POST AND THANA CIVIL LINES, TEHSIL SADAR, RAMPUR, UTTAR PRADESH-244901",Ice Cream,4.8,50,300,28.7838251,79.0235851
Rampur,Domino's Pizza,"Domino's Pizza, Upper Ground Floor,Madayyan Nadar Bagh,Near Pantaloons,Shaukat Ali Road, Rampur,Uttar Pradesh 244901",Pizzas,4.5,20,400,28.7936309,79.0222809
Rampur,Salim Chiken Biryani Corner,"Salim Chiken Biryani Corner, Rampur, Uttar Pradesh, India",Biryani,4.5,20,150,28.798299,79.0220287
Ranchi,Kwality Walls Frozen Dessert and Ice Cream Shop,"Kwality Walls Frozen Dessert and Ice Cream Shop, EASTERN MALL, PANTALOONS, NEAR DANGRATOLI CHOWK, LALPUR, District - Ranchi, STATE - Jharkhand","Ice Cream,Desserts",4.6,100,300,23.3677627,85.3402931
Ranchi,NIC Natural Ice Creams,"NIC Natural Ice Creams, Nic Natural Ice Creams Shop no 57th, Station Road, Near Mahavir Mandir,Opposite Blue Shivalik hotel, Ranchi, Jharkhand-834001","Ice Cream,Desserts",4.6,500,120,23.3744347,85.3090728
Ranchi,N B Ice Cream,"N B Ice Cream, lalji hirji road besides gujrati school ranchi","Desserts,Beverages",4.6,50,250,23.3689625,85.3229956
Ranchi,Grameen Kulfi,"Grameen Kulfi, Nic Natural Ice Creams Shop no 57th, Station Road, Near Mahavir Mandir,Opposite Blue Shivalik hotel, Ranchi, Jharkhand-834001","Ice Cream,Desserts",4.6,100,120,23.3780353,85.3187914
Ranchi,BIRYANI BADSHAH,"BIRYANI BADSHAH, WARD NO. 45/2, H.NO. 297/B, STREET NO.1, Ranchi, Ranchi, Jharkhand, 834002","Biryani,Hyderabadi",4.5,50,350,23.3440997,85.309562
Ranchi,Igloo Wood Fired Pizza,"Igloo Wood Fired Pizza, Holding no 147, jayanti niwas, Shivpuri, Kilburn colony, hinoo, Ranchi",Pizzas,4.6,20,250,23.3321144,85.3188856
Ranchi,Tom Taste of Madras,"Tom Taste of Madras, Birsa nagar, Road no 3, house no 50,Gitilpiri, Ranchi, Jharkhand, India.",South Indian,4.6,100,200,23.3209088,85.3089143
Ratlam,Krishna Sweets,"Krishna Sweets, Shop 144, Kasturba Nagar, Main Road, Ratlam Locality, Ratlam","Desserts,Sweets",4.6,20,250,23.3382871,75.0316699
Ratnagiri,Al-baik,"Al-baik, Shop no 10 ground floor arihant space centre maruti mandir ratnagiri","Fast Food,Snacks",4.6,50,300,16.9897904,73.3134821
Ratnagiri,Domino's Pizza,"Domino's Pizza, Vihar Deluxe hotel,Ground floor,870 Main Road,Malnaka,Ratnagiri - 415612,Maharashtra",Pizzas,4.5,50,400,16.9911996,73.308567
Ratnagiri,SHREE SAMARTHA CHAPATIS,"SHREE SAMARTHA CHAPATIS, Ratnagiri, Maharashtra 415639, India",Indian,5,50,80,16.9915472,73.3342757
Rohtak,THE TASTY TOUCH,"THE TASTY TOUCH, 991/5, Sector-37, Rohtak, Haryana 124001, India NEAR AZADGARH COMMUNITY CENTER","Beverages,Snacks",4.9,50,100,28.907058,76.598999
Rohtak,SUNSHINE SHAKE,"SUNSHINE SHAKE, WH4X               PMX, Azad Garh, Rajendra Nagar, Rohtak, Haryana 124001, India","Beverages,Snacks",4.9,500,100,28.9050798,76.6022778
Rohtak,Sweet Truth - Cake and Desserts,"Sweet Truth - Cake and Desserts, Shop No. 22, G.F , Geeta Complex Delhi Road Rohtak,  Rohtak, Haryana 124001","Bakery,Desserts",4.6,20,450,28.8935465,76.600867
Rohtak,Groceteria,"Groceteria, AZADGARH MAIN GALI, Rohtak, Haryana 124001, India","Ice Cream,Beverages",4.6,20,100,28.9050798,76.6022778
Rohtak,Bakingo,"Bakingo, SCO No. 8, Sector 14, Rohtak, Haryana ,124001","Bakery,Desserts",4.5,100,299,28.9103461,76.5979831
Ropar,Domino's Pizza,"Domino's Pizza, Shop No 3039/A Bela Chowk Ropar Punjab Pin Code 140001 PH-01881-227807",Pizzas,4.5,20,400,30.9688415,76.5199195
Rourkela,NIC Natural Ice Creams,"NIC Natural Ice Creams, CHACHA GARAGE GALI KACHERY ROAD UDIT NAGAR ROURKELA","Ice Cream,Desserts",4.7,100,120,22.2510368,84.7894061
Rourkela,KAILASHPURI RETAIL SWEET SHOP,"KAILASHPURI RETAIL SWEET SHOP, MAIN ROAD UDIT NAGAR ROURKELA, WARD-12, ROURKELA MUNICIPAL CORPORATION, ORISSA","Indian,Snacks",4.5,20,150,22.2214423,84.8399056
Rudrapur,Kwality Walls Frozen Dessert and Ice Cream Shop,"Kwality Walls Frozen Dessert and Ice Cream Shop, Hari mandir gali , main market city- Rudrapur state- uttrakhand","Desserts,Ice Cream",4.5,100,300,28.9763605,79.3962848
